library_name,toy_name,toy_type,age_group_labels,request_number,damage_description,status,damage_created_on
Yogita's Toy Library,Cover the Shadow,Toy,1-3 years | 3-5 years,RQ71068,Pieces missing,PENDING,2026-06-17T16:13:15.072
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71067,Pieces missing,PENDING,2026-06-17T16:12:45.415
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71066, Piece Missing,PENDING,2026-06-17T16:11:49.458
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71065, Piece Missing,PENDING,2026-06-17T16:11:34.731
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71064, Piece Missing,PENDING,2026-06-17T16:11:17.653
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71062,Damage,PENDING,2026-06-17T16:10:46.616
Yogita's Toy Library,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ71061,Damage,PENDING,2026-06-17T16:10:35.259
Yogita's Toy Library,Wooden Shape and Number House Toy,Toy,1-3 years | 3-5 years,RQ71050,Damage,PENDING,2026-06-17T14:32:23.387
Yogita's Toy Library,Wooden Bread Pop-up Toaster Toy,Toy,1-3 years | 3-5 years,RQ71048,Damage ,PENDING,2026-06-17T14:14:34.708
Chennai Hub,Magnetic Animals,Toy,1-3 years | 3-5 years,RQ71047,15 Wooden-Magnetic Animal Pictures,PENDING,2026-06-17T14:13:40.169
Suman Jain,Number Bears,Toy,5-8 years | 8-12 years,RQ71044,pcs missing and 1 bear missing ,PENDING,2026-06-17T13:47:24.561
Suman Jain,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ71024,6 shapes found 5 ,PENDING,2026-06-17T12:34:13.149
Delhi HUB,Jazz Drum Set with Stool,Toy,1-3 years | 3-5 years,RQ71021,damage,PENDING,2026-06-17T12:17:16.472
Delhi HUB,Olive Ride-on,Big,1-3 years | 3-5 years,RQ71020,damage,PENDING,2026-06-17T12:16:01.971
Andheri Hub - Mumbai,Beauty Set Wheel,Toy,3-5 years | 5-8 years,RQ71019,Items missimg,PENDING,2026-06-17T12:15:24.475
Andheri Hub - Mumbai,Magnetic tile - 28 pcs,Toy,3-5 years,RQ71009,Parts missing ,PENDING,2026-06-17T11:42:57.091
Yogita's Toy Library,Musical stacker,Toy,0-1 years | 1-3 years,RQ71000,Damage,PENDING,2026-06-17T10:58:07.62
Yogita's Toy Library,2 in 1 String Hockey Small,Toy,5-8 years | 8-12 years,RQ70995,Damage,PENDING,2026-06-17T10:25:00.797
Andheri Hub - Mumbai,Tool Box,Toy,3-5 years | 5-8 years,RQ70992,Part missing ,PENDING,2026-06-17T09:43:11.135
Nagpur Hub,Super Bike,Big,3-5 years | 5-8 years,RQ70962,"Bike damage
Not reas wire ",PENDING,2026-06-17T00:10:40.68
Nagpur Hub,Magic car - Panda,Big,1-3 years | 3-5 years | 5-8 years,RQ70960,"Handel damage 
Chake ",PENDING,2026-06-17T00:02:33.228
Nagpur Hub,Doodle Placemats Set – FIND & COLOR Series,Toy,3-5 years | 5-8 years,RQ70959,"Damage 
Not pen 
Not dusting ",PENDING,2026-06-16T23:40:17.432
Ahmedabad HUB,Rowdy Roadie,Big,3-5 years | 5-8 years | 8-12 years,RQ70938,Not working ,PENDING,2026-06-16T20:50:35.059
Ahmedabad HUB,Electric Jeep,Big,1-3 years | 3-5 years | 5-8 years,RQ70935,button not working and battery issue,PENDING,2026-06-16T20:25:09.381
Ahmedabad HUB,Electric Jeep,Big,1-3 years | 3-5 years | 5-8 years,RQ70934,button not working and battery issue,PENDING,2026-06-16T20:24:47.185
Ahmedabad HUB,Electric Jeep,Big,1-3 years | 3-5 years | 5-8 years,RQ70933,button not working and battery issue,PENDING,2026-06-16T20:24:21.139
Nagpur Hub,Premium Quality Wooden Dressing Table CnC,Big,1-3 years | 3-5 years | 5-8 years,RQ70928,Toy damage ,PENDING,2026-06-16T19:51:34.686
Suman Jain,Combi Cubes,Toy,3-5 years | 5-8 years,RQ70925,plate and pcs missing ,PENDING,2026-06-16T19:43:52.413
Hyderabad Hub,Word Build,Toy,5-8 years | 8-12 years,RQ70910,PIECES MISSING,PENDING,2026-06-16T18:01:27.845
Hyderabad Hub,Comb and Shine,Toy,1-3 years | 3-5 years,RQ70907,PIECES MISSING,PENDING,2026-06-16T17:55:44.4
Hyderabad Hub,Bedtime Buddies - MS HIPPO,Toy,0-1 years | 1-3 years,RQ70906,DAMAGE,PENDING,2026-06-16T17:54:38.512
Hyderabad Hub,Alphatub,Big,1-3 years | 3-5 years,RQ70905,6 ALPHABETS MISSING,PENDING,2026-06-16T17:53:55.563
Hyderabad Hub,Shifu Plugo - Letters,Toy,3-5 years | 5-8 years,RQ70904,PIECES MISSING,PENDING,2026-06-16T17:52:44.697
Suman Jain,2 in 1 Xylophone Cum Drum,Toy,0-1 years | 1-3 years,RQ70902,2 stick and 6 card missing ,PENDING,2026-06-16T17:42:19.952
Suman Jain,Fun Magnetic Shapes : Type 1 (Big),Toy,5-8 years | 8-12 years,RQ70891,20 pcs missing ,PENDING,2026-06-16T16:54:31.722
Suman Jain,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ70889,pcs missing ,PENDING,2026-06-16T16:29:47.682
Gurgaon Hub,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ70887,Piece missing,PENDING,2026-06-16T16:22:07.766
Gurgaon Hub,30pcs Sunta blocks - Tiger,Toy,1-3 years | 3-5 years,RQ70885,Piece missing,PENDING,2026-06-16T16:12:21.932
Andheri Hub - Mumbai,Super Bike,Big,3-5 years | 5-8 years,RQ70883,Malfunctioning ,PENDING,2026-06-16T15:59:53.932
Madhvi Jay Gajjar,NE KOP DW ROLE ON PLAY SMALL CHEF SET,Toy,3-5 years | 5-8 years,RQ70880,damage ,PENDING,2026-06-16T15:38:36.926
Suman Jain,Doctor Set Wheel Premium,Toy,3-5 years | 5-8 years,RQ70873,pcs light not working ,PENDING,2026-06-16T14:48:08.529
Suman Jain,Beauty Set Wheel,Toy,3-5 years | 5-8 years,RQ70872,"1 hair clip 
1 pair of earing ",PENDING,2026-06-16T14:46:54.571
Pune Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ70868,Parit missing ,PENDING,2026-06-16T14:22:22.88
Pune Hub,The Gruffalo,Books,3-5 years | 5-8 years,RQ70864,Diemgg,PENDING,2026-06-16T14:07:34.604
Suman Jain,Blix car-1,Toy,5-8 years | 8-12 years,RQ70859,1 pcs broken ,PENDING,2026-06-16T13:26:51.152
Andheri Hub - Mumbai,Magnetic Block 38,Toy,3-5 years | 5-8 years,RQ70852,Non magnetic squares missing ,PENDING,2026-06-16T12:07:42.105
Madhvi Jay Gajjar,Hungry Four,Toy,3-5 years | 5-8 years,RQ70851,Missing parts and dies ,PENDING,2026-06-16T12:05:24.092
Delhi HUB,Strike 7,Toy,5-8 years | 8-12 years,RQ70850,damage,PENDING,2026-06-16T12:04:52.735
Madhvi Jay Gajjar,First Magnetic Puzzles Activity Box : Dinosaurs,Toy,1-3 years | 3-5 years,RQ70849,Parts missing.damaged,PENDING,2026-06-16T12:04:08.438
Madhvi Jay Gajjar,Wooden Doctor Role Play Set,Toy,1-3 years | 3-5 years,RQ70846,Missing parts,PENDING,2026-06-16T12:00:47.178
Madhvi Jay Gajjar,Down the Devil Moz Table Top Game,Toy,3-5 years | 5-8 years,RQ70843,No small parts return ,PENDING,2026-06-16T11:53:12.348
Andheri Hub - Mumbai,My Little Buggy,Toy,0-1 years | 1-3 years,RQ70839,Dmage ,PENDING,2026-06-16T11:43:19.838
Madhvi Jay Gajjar,Jazz Drum Set with Stool,Toy,1-3 years | 3-5 years,RQ70838,One drum and drum support elements missing ,PENDING,2026-06-16T11:43:16.55
Andheri Hub - Mumbai,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ70834,Damage,PENDING,2026-06-16T11:33:27.432
Madhvi Jay Gajjar,The Clever Caterpillar,Toy,1-3 years | 3-5 years,RQ70832,6 pieces missing ,PENDING,2026-06-16T11:15:58.879
Andheri Hub - Mumbai,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ70831,Damage,PENDING,2026-06-16T11:10:25.519
Andheri Hub - Mumbai,Montessori Rattles Kit,Toy,0-1 years | 1-3 years,RQ70829,Missing puzzle ,PENDING,2026-06-16T11:08:11.045
Madhvi Jay Gajjar,Insects Puzzle,Toy,1-3 years | 3-5 years,RQ70828,2 pieces missing ,PENDING,2026-06-16T11:01:34.116
Andheri Hub - Mumbai,33-Piece Wooden Tool Kit Set with Tool Box,Toy,1-3 years | 3-5 years,RQ70815,Wheels missing,PENDING,2026-06-16T10:22:05.633
Andheri Hub - Mumbai,Complete Kitchen Set,Toy,1-3 years | 3-5 years,RQ70813,Damage,PENDING,2026-06-16T10:13:35.142
Andheri Hub - Mumbai,Baby Maestro Touch Piano,Toy,0-1 years | 1-3 years,RQ70808,Damage ,PENDING,2026-06-16T09:36:06.793
Hyderabad Hub,Combi Cubes,Toy,3-5 years | 5-8 years,RQ70773,Timer missing,PENDING,2026-06-15T20:20:51.837
Hyderabad Hub,Thirsty Crow Board Game,Toy,3-5 years | 5-8 years,RQ70771,Balls missing,PENDING,2026-06-15T20:14:00.983
Hyderabad Hub,Waffel,Toy,1-3 years | 3-5 years,RQ70769,Pieces missing,PENDING,2026-06-15T19:58:43.144
Suman Jain,Marble Run,Big,3-5 years | 5-8 years,RQ70765,20 balls missing ,PENDING,2026-06-15T19:32:55.887
Suman Jain,NER Elite 2.0 Eaglepoint RD 8,Toy,8-12 years,RQ70762,not working properly ,PENDING,2026-06-15T19:29:44.466
Suman Jain,MISSION SPACE,Toy,3-5 years | 5-8 years,RQ70757,Quality issue ,PENDING,2026-06-15T18:36:03.752
Suman Jain,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ70756,led issue,PENDING,2026-06-15T18:30:02.401
Yogita's Toy Library,NE ELC  BUILD AND PLAY HELICOPTER,Toy,1-3 years | 3-5 years,RQ70755,Pilot missing,PENDING,2026-06-15T18:19:51.896
Yogita's Toy Library,Wooden Alphabet Educational Puzzle,Toy,1-3 years | 3-5 years,RQ70754,Pieces missing,PENDING,2026-06-15T18:19:19.702
Hyderabad Hub,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ70749,pieces missing,PENDING,2026-06-15T17:39:28.68
Hyderabad Hub,Beauty Set Wheel,Toy,3-5 years | 5-8 years,RQ70748,pieces missing,PENDING,2026-06-15T17:34:38.3
Hyderabad Hub,ELC Shape Sorting Bus-Red,Toy,0-1 years | 1-3 years,RQ70739,pieces missing,PENDING,2026-06-15T17:01:26.244
Suman Jain,Dirt tracker,Big,3-5 years | 5-8 years | 8-12 years,RQ70737,wheel damage ,PENDING,2026-06-15T16:38:11.669
Suman Jain,3D Shape Sorter Animals,Toy,0-1 years | 1-3 years,RQ70736,condition issue ,PENDING,2026-06-15T16:34:23.749
Suman Jain,3 IN 1 Giraffe Musical Toys,Toy,0-1 years | 1-3 years,RQ70719,tale damage ,PENDING,2026-06-15T14:49:31.142
Suman Jain,Othello,Toy,5-8 years | 8-12 years,RQ70715,1 coin missing ,PENDING,2026-06-15T14:35:15.949
Suman Jain,Baby Spiral Fun-5,Toy,0-1 years | 1-3 years,RQ70713,1 ball missing ,PENDING,2026-06-15T14:30:36.684
Hyderabad Hub,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ70707,CANDLES MISSING,PENDING,2026-06-15T14:08:24.258
Hyderabad Hub,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ70706,CANDLES MISSING,PENDING,2026-06-15T14:08:13.326
the EleFant Play Arena - Noida,Construction Coupe,Big,1-3 years | 3-5 years,RQ70702,foot mat not recieved,PENDING,2026-06-15T13:38:05.452
Suman Jain,Magnetic Block 38,Toy,3-5 years | 5-8 years,RQ70699,Piece missing ,PENDING,2026-06-15T13:20:41.518
Suman Jain,Garden of Shapes,Toy,3-5 years | 5-8 years,RQ70698,Tiles missing ,PENDING,2026-06-15T13:19:55.995
Suman Jain,Disney My First Stories: Did Simba Listen?,Books,1-3 years | 3-5 years,RQ70697,Pages issue ,PENDING,2026-06-15T13:18:30.915
Bangalore - Varthur Hub,E Little Unicorn Touch & Talk,Toy,1-3 years | 3-5 years,RQ70691,damage,PENDING,2026-06-15T12:35:05.4
Bangalore - Varthur Hub,Rolling Wheels Xl Frankie the fire Engine,Books,0-1 years | 1-3 years,RQ70690,d,PENDING,2026-06-15T12:33:45.331
Bangalore - Varthur Hub,Infant soft and squeezable blocks 36,Toy,1-3 years | 3-5 years,RQ70689,d,PENDING,2026-06-15T12:33:25.965
Bangalore - Varthur Hub,"6"" Galaxy Activity Busy Cube",Toy,1-3 years,RQ70688,d,PENDING,2026-06-15T12:32:55.785
Bangalore - Varthur Hub,Space Jam 2 in 1 Piano Playmat,Big,1-3 years | 3-5 years | 5-8 years,RQ70685,d,PENDING,2026-06-15T12:11:46.612
Andheri Hub - Mumbai,COOKING SET (NEW)-9803100,Toy,1-3 years | 3-5 years,RQ70680,Part missing,PENDING,2026-06-15T11:26:19.868
Andheri Hub - Mumbai,Blix car-1,Toy,5-8 years | 8-12 years,RQ70673,Missing remover,PENDING,2026-06-15T09:59:13.494
Andheri Hub - Mumbai,Abalone,Toy,5-8 years | 8-12 years,RQ70671,Abalone,PENDING,2026-06-15T09:41:37.18
Suman Jain,Rubbablox Bulding Blocks,Toy,0-1 years | 1-3 years,RQ70619,Connector missing ,PENDING,2026-06-14T20:37:02.499
Hyderabad Hub,Stack a snack,Toy,3-5 years | 5-8 years,RQ70601,CARDS MISSING AND BLOCKS MISSING,PENDING,2026-06-14T19:29:37.189
Hyderabad Hub,Doodle Placemats Set – FIND & COLOR Series,Toy,3-5 years | 5-8 years,RQ70584,SKETCHES MISSING,PENDING,2026-06-14T18:00:57.376
Hyderabad Hub,Comb and Shine,Toy,1-3 years | 3-5 years,RQ70583,PIECES MISSING,PENDING,2026-06-14T17:58:34.816
Hyderabad Hub,NE ELC  BUILD AND PLAY AEROPLANE,Toy,1-3 years | 3-5 years,RQ70581,DAMAGE,PENDING,2026-06-14T17:52:08.888
Hyderabad Hub,NE SCOOTER G,Big,1-3 years | 3-5 years | 5-8 years,RQ70579,DAMAGE,PENDING,2026-06-14T17:47:53.22
Pune Hub,NE ELC  BUILD AND PLAY AEROPLANE,Toy,1-3 years | 3-5 years,RQ70565,Parts missing ,PENDING,2026-06-14T16:31:43.517
Pune Hub,XYLOPHONE PIANO BLUE,Toy,0-1 years | 1-3 years,RQ70563,Toy damaged ,PENDING,2026-06-14T16:23:09.978
Suman Jain,PLANET OF LOST DINOSAURS - GLOW IN THE DARK,Toy,3-5 years | 5-8 years,RQ70555,48 puzzles pec found 44,PENDING,2026-06-14T15:58:04.773
Suman Jain,Walk N Drive truck,Toy,0-1 years | 1-3 years,RQ70553,Damage piece ,PENDING,2026-06-14T15:45:48.353
Suman Jain,Velocity,Toy,3-5 years,RQ70551,Cars not working ,PENDING,2026-06-14T15:44:07.456
Suman Jain,Garden of Shapes,Toy,3-5 years | 5-8 years,RQ70538,36 tils found 29 ,PENDING,2026-06-14T13:50:30.864
Suman Jain,Magnetic Learning Centre,Toy,3-5 years,RQ70536,26 alphabet pec found 24 ,PENDING,2026-06-14T13:42:52.436
Suman Jain,There are  101 Sea Creatures in this Book,Books,1-3 years | 3-5 years,RQ70527,Damege,PENDING,2026-06-14T13:12:27.378
Suman Jain,Velocity,Toy,3-5 years,RQ70526,Vehicle is not working,PENDING,2026-06-14T13:12:09.42
Suman Jain,Dog & the Bone,Toy,5-8 years | 8-12 years,RQ70524,4 bounes found 1 ,PENDING,2026-06-14T13:10:43.195
Pune Hub,The Gruffalo,Books,3-5 years | 5-8 years,RQ70520,Book damage ,PENDING,2026-06-14T12:54:17.632
Suman Jain,"Magnetic Drawing Board, Tangram, Puzzle",Toy,1-3 years | 3-5 years,RQ70517,10 wooden pec found 5 ,PENDING,2026-06-14T12:44:56.759
Pune Hub,Addon,Toy,3-5 years | 5-8 years,RQ70516,Addon Miss ,PENDING,2026-06-14T12:42:08.908
Suman Jain,NE SS OP Magic Gears,Toy,0-1 years | 1-3 years,RQ70514,"1 Green missing 
1 blue missing 
1 red missing ",PENDING,2026-06-14T12:37:15.188
Suman Jain,365 Folk Tales,Books,3-5 years | 5-8 years,RQ70511,Damege ,PENDING,2026-06-14T12:35:05.237
Andheri Hub - Mumbai,Ramp Race Track Car,Toy,3-5 years | 5-8 years,RQ70481,2 cars missing ,PENDING,2026-06-14T09:23:07.309
Madhvi Jay Gajjar,Pen Control - Write & Wipe Activity,Toy,3-5 years,RQ70469,4 sheet missing out of 8,PENDING,2026-06-14T08:25:25.737
Madhvi Jay Gajjar,Lift your Game,Toy,8-12 years,RQ70467,So many parts not returned ,PENDING,2026-06-14T08:20:24.456
Madhvi Jay Gajjar,Sensory Shapes Playset,Toy,0-1 years | 1-3 years,RQ70465,Damaged all over and one part missing,PENDING,2026-06-14T08:17:34.238
Madhvi Jay Gajjar,Advance Shape Stacker,Toy,1-3 years | 3-5 years,RQ70464,Damaged all PCS from corner side,PENDING,2026-06-14T08:16:05.023
Madhvi Jay Gajjar,Human Sized 6 feet Puzzle Numbers,Toy,1-3 years | 3-5 years,RQ70461,1 piece missing and box damaged ,PENDING,2026-06-14T08:06:25.198
Suman Jain,Name 5,Toy,8-12 years,RQ70410,Game board is missing ,PENDING,2026-06-13T20:27:44.252
Suman Jain,Melody Funfair,Toy,0-1 years | 1-3 years,RQ70407,Toy is not spining ,PENDING,2026-06-13T20:20:47.821
Suman Jain,Tumbling Tower,Toy,5-8 years | 8-12 years,RQ70404,4 number dice missing ,PENDING,2026-06-13T20:08:38.332
Suman Jain,Disney - My First 1000 Words,Books,1-3 years | 3-5 years,RQ70403,damage ,PENDING,2026-06-13T20:05:07.635
Suman Jain,Wonder Bricks - Farm,Toy,0-1 years | 1-3 years,RQ70400,5 pcs missing ,PENDING,2026-06-13T20:01:30.157
Hyderabad Hub,Wooden Coffee Maker Toy,Toy,1-3 years | 3-5 years,RQ70395,pieces missing,PENDING,2026-06-13T19:24:13.467
Hyderabad Hub,Infant soft and squeezable blocks 36,Toy,1-3 years | 3-5 years,RQ70394,pieces missing,PENDING,2026-06-13T19:22:25.749
Hyderabad Hub,Dancing Pup Star Piano,Toy,0-1 years | 1-3 years,RQ70393,pieces missing,PENDING,2026-06-13T19:21:10.556
Hyderabad Hub,Shape Sorter Geometric,Toy,1-3 years | 3-5 years,RQ70392,quality issue,PENDING,2026-06-13T19:20:36.98
Hyderabad Hub,NE ELC TWIST AND TURN HOUSE,Toy,1-3 years,RQ70389,pieces missing,PENDING,2026-06-13T19:04:57.846
Hyderabad Hub,123 wooden chunky number board,Toy,0-1 years | 1-3 years,RQ70388,pieces missing,PENDING,2026-06-13T19:02:33.583
Hyderabad Hub,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ70387,pieces missing,PENDING,2026-06-13T19:01:51.855
Hyderabad Hub,PEPPLAY DOUGH ART KIT - NATURE,Toy,3-5 years | 5-8 years,RQ70386,damage,PENDING,2026-06-13T19:01:16.146
Suman Jain,Disney Picture Dictionary,Books,1-3 years | 3-5 years,RQ70380,damage ,PENDING,2026-06-13T18:38:50.239
Hyderabad Hub,Rainbow Sorting,Toy,3-5 years | 5-8 years,RQ70378,pieces missing,PENDING,2026-06-13T18:31:24.809
Hyderabad Hub,100 Flaps To Learn School,Books,3-5 years,RQ70376,damage,PENDING,2026-06-13T18:30:15.539
Hyderabad Hub,Big Kitchen Set Trolley,Toy,3-5 years | 5-8 years,RQ70375,pieces missing,PENDING,2026-06-13T18:29:12.259
Suman Jain,Write & Wipe Activity - 123 Numbers,Toy,3-5 years,RQ70371,1 card missing ,PENDING,2026-06-13T18:16:30.596
Suman Jain,Sandwich and Burger Wooden Set,Toy,3-5 years | 5-8 years,RQ70368,drawn on bread slice and cheese slice ,PENDING,2026-06-13T18:08:06.879
Suman Jain,Mermaid Underwater - 41 pieces,Toy,3-5 years | 5-8 years,RQ70367,1 pcs damage ,PENDING,2026-06-13T18:02:36.408
Suman Jain,SMARTPHONE,Toy,0-1 years | 1-3 years,RQ70365,music not working ,PENDING,2026-06-13T17:56:34.013
Suman Jain,TOY TRAIN,Toy,0-1 years | 1-3 years,RQ70364,1 train cars is missing ,PENDING,2026-06-13T17:51:45.112
Suman Jain,Musical stacker,Toy,0-1 years | 1-3 years,RQ70362,The spining base is not working ,PENDING,2026-06-13T17:47:54.063
Suman Jain,Stepping stone,Toy,3-5 years | 5-8 years,RQ70352,1 dice missing ,PENDING,2026-06-13T17:24:37.927
Suman Jain,Happy Helicopters,Books,3-5 years,RQ70348,condition issue ,PENDING,2026-06-13T17:10:49.236
Suman Jain,Scooter,Toy,0-1 years | 1-3 years,RQ70347,Tyre damage ,PENDING,2026-06-13T17:08:25.864
Ahmedabad HUB,Ice Hockey,Big,3-5 years | 5-8 years | 8-12 years,RQ70344,damage and missing pies,PENDING,2026-06-13T16:59:37.433
Suman Jain,Colour Trap,Toy,3-5 years | 5-8 years,RQ70339,2 pawns missing ,PENDING,2026-06-13T16:38:37.647
Suman Jain,Garden of Shapes,Toy,3-5 years | 5-8 years,RQ70334,1 tiles missing ,PENDING,2026-06-13T16:29:43.621
Ahmedabad HUB,Match it,Toy,3-5 years | 5-8 years,RQ70332,Missing Parts,PENDING,2026-06-13T16:28:12.015
Ahmedabad HUB,Basket ring toss 2in1,Toy,5-8 years | 8-12 years,RQ70328,Missing Item ,PENDING,2026-06-13T16:19:56.342
Suman Jain,Sonic Led Glow Art Board - Bear StyleEducational Play,Toy,3-5 years | 5-8 years,RQ70324,"1 stand 
1 clothes missing ",PENDING,2026-06-13T16:15:15.946
Suman Jain,Musical Animal Wooden Toy Truck,Toy,1-3 years | 3-5 years,RQ70321,shapes missing and condition issue ,PENDING,2026-06-13T16:09:47.268
Ahmedabad HUB,Number & Color Wooden Puzzle,Toy,1-3 years | 3-5 years,RQ70319,damage parts ,PENDING,2026-06-13T16:09:13.852
Ahmedabad HUB,Matharon,Toy,5-8 years | 8-12 years,RQ70318,missing token and card,PENDING,2026-06-13T16:05:22.966
Suman Jain,Jungle Tumble - Wooden stacking game,Toy,3-5 years,RQ70313,1 dice missing ,PENDING,2026-06-13T15:54:01.497
the EleFant Play Arena - Noida,NE TZ BEN10 TRICYCLE,Big,1-3 years | 3-5 years,RQ70308,damage,PENDING,2026-06-13T15:25:41.134
Andheri Hub - Mumbai,Fireman Rubba Engine,Toy,0-1 years | 1-3 years,RQ70306,Broken groove ,PENDING,2026-06-13T15:22:31.196
Ahmedabad HUB,Mechanix-2,Toy,5-8 years | 8-12 years,RQ70305,Pies missing,PENDING,2026-06-13T15:17:53.148
Andheri Hub - Mumbai,Table Top Foosball Small,Big,3-5 years | 5-8 years | 8-12 years,RQ70302,Damage,PENDING,2026-06-13T15:01:45.218
Ahmedabad HUB,Velocity,Toy,3-5 years,RQ70301,Car missing,PENDING,2026-06-13T14:59:18.975
Yogita's Toy Library,Tool Set,Toy,0-1 years | 1-3 years,RQ70293,Broken,PENDING,2026-06-13T14:22:02.211
Yogita's Toy Library,Wooden Coffee Maker Toy,Toy,1-3 years | 3-5 years,RQ70292,Broken ,PENDING,2026-06-13T14:21:40.174
Yogita's Toy Library,NE ROWAN TRICYCLE BLACK,Big,0-1 years | 1-3 years | 3-5 years,RQ70291,Peddles missing ,PENDING,2026-06-13T14:20:19.31
Gurgaon Hub,Colour Trap,Toy,3-5 years | 5-8 years,RQ70278,Pieces Missing,PENDING,2026-06-13T13:22:30.678
Gurgaon Hub,Small Alphabet LC Magnetic,Toy,1-3 years | 3-5 years,RQ70277,Pieces Missing,PENDING,2026-06-13T13:22:06.656
Suman Jain,Kats Air Hockey Big,Big,3-5 years | 5-8 years | 8-12 years,RQ70276,Charger damage ,PENDING,2026-06-13T13:20:39.396
Gurgaon Hub,Junior Abacus,Toy,3-5 years | 5-8 years,RQ70275,Pieces missing,PENDING,2026-06-13T13:19:49.859
Gurgaon Hub,Trap Game - [4264],Toy,5-8 years | 8-12 years,RQ70272,Damage,PENDING,2026-06-13T13:09:26.065
Gurgaon Hub,Wooden Rainbow Blocks | Acrylic Multicolor Geometrical Blocks Set for Kids,Toy,3-5 years | 5-8 years,RQ70250,Pieces Missing,PENDING,2026-06-13T12:06:18.309
Gurgaon Hub,Just Triangles,Toy,0-1 years | 1-3 years,RQ70248,Pieces Missing,PENDING,2026-06-13T12:04:56.537
Gurgaon Hub,To The Top,Toy,5-8 years,RQ70247,Pieces missing,PENDING,2026-06-13T12:04:17.627
Bangalore - Varthur Hub,Space Jam 2 in 1 Piano Playmat,Big,1-3 years | 3-5 years | 5-8 years,RQ70240,D,PENDING,2026-06-13T11:20:18.018
Bangalore - Varthur Hub,F1 Rider,Big,3-5 years | 5-8 years | 8-12 years,RQ70222,D,PENDING,2026-06-13T10:24:27.089
Bangalore - Varthur Hub,Dazzling Car,Big,1-3 years | 3-5 years | 5-8 years,RQ70220,DA,PENDING,2026-06-13T10:23:24.704
Bangalore - Varthur Hub,Super Bike,Big,3-5 years | 5-8 years,RQ70219,D,PENDING,2026-06-13T10:23:11.371
Bangalore - Varthur Hub,Dreamy Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ70218,D,PENDING,2026-06-13T10:21:10.76
Andheri Hub - Mumbai,Kitchen Play Set | Beech Wood Cooking Set (9 Pcs),Toy,1-3 years | 3-5 years,RQ70211,Parts missing ,PENDING,2026-06-13T09:32:45.167
Hyderabad Hub,Wooden Rainbow Blocks | Acrylic Multicolor Geometrical Blocks Set for Kids,Toy,3-5 years | 5-8 years,RQ70150,Pieces missing,PENDING,2026-06-12T21:48:55.974
Hyderabad Hub,Complete Kitchen Set,Toy,1-3 years | 3-5 years,RQ70142,pieces missing,PENDING,2026-06-12T21:20:13.091
Hyderabad Hub,First Steps What's the Time?,Books,3-5 years,RQ70141,Damage,PENDING,2026-06-12T21:18:25.055
Hyderabad Hub,Magplay LED Roundels,Toy,3-5 years | 5-8 years,RQ70138,Pieces missing,PENDING,2026-06-12T21:13:02.518
Hyderabad Hub,Dreamy Scooter,Big,1-3 years | 3-5 years | 5-8 years,RQ70137,Wheel not working,PENDING,2026-06-12T21:10:53.963
Hyderabad Hub,Ocean Jam 2 in 1 Piano Playmat,Big,1-3 years | 3-5 years | 5-8 years,RQ70136,Damage,PENDING,2026-06-12T21:08:48.847
Hyderabad Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ70132,Pieces missing,PENDING,2026-06-12T21:02:06.461
Hyderabad Hub,Pyramid Blocks - [1706],Toy,3-5 years | 5-8 years,RQ70131,Pieces missing,PENDING,2026-06-12T20:59:50.433
Hyderabad Hub,2 in 1 Magnetic Fishing,Toy,1-3 years | 3-5 years,RQ70130,Pieces missing and one piece damage,PENDING,2026-06-12T20:59:03.534
Hyderabad Hub,Wooden Dessert Set,Toy,1-3 years | 3-5 years,RQ70128,Pieces missing,PENDING,2026-06-12T20:56:34.164
